Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,231.0,234.63999938964844,230.16000366210938,234.32000732421875,232.89601135253906,3736300
2020-01-03,231.60000610351562,232.61000061035156,230.3000030517578,231.5800018310547,230.17266845703125,2274500
2020-01-06,229.92999267578125,234.02000427246094,229.49000549316406,233.9499969482422,232.52825927734375,3329300
2020-01-07,235.0,237.77000427246094,234.75999450683594,235.49000549316406,234.0589141845703,5255200
2020-01-08,235.67999267578125,239.75,235.47999572753906,237.75999450683594,236.31509399414062,3564700
2020-01-09,241.33999633789062,243.39999389648438,239.82000732421875,242.60000610351562,241.12570190429688,3980700
2020-01-10,242.75,243.38999938964844,241.38999938964844,242.11000061035156,240.638671875,2248100
2020-01-13,244.44000244140625,246.11000061035156,243.0,245.2100067138672,243.71983337402344,3359200
2020-01-14,245.32000732421875,248.52000427246094,244.60000610351562,245.66000366210938,244.16709899902344,4302800
2020-01-15,242.0,249.5,239.16000366210938,245.2100067138672,243.71983337402344,5411200
2020-01-16,247.00999450683594,249.82000732421875,246.22999572753906,249.72000122070312,248.20242309570312,3968400
2020-01-17,250.22999572753906,250.4600067138672,248.0,249.4600067138672,247.9440155029297,3108400
2020-01-21,247.2100067138672,248.85000610351562,245.60000610351562,245.6999969482422,244.20684814453125,2492400
2020-01-22,246.61000061035156,248.52000427246094,246.33999633789062,247.0500030517578,245.5486602783203,2030900
2020-01-23,244.5,247.0,242.8800048828125,245.5800018310547,244.08758544921875,2806800
2020-01-24,245.07000732421875,245.7100067138672,240.60000610351562,241.9199981689453,240.4498291015625,2877400
2020-01-27,236.3699951171875,238.99000549316406,235.00999450683594,238.13999938964844,236.6927947998047,2506200
2020-01-28,239.49000549316406,243.5800018310547,238.0500030517578,242.5800018310547,241.10581970214844,3123000
2020-01-29,244.52000427246094,246.5,239.57000732421875,240.1199951171875,238.6607666015625,3711600
2020-01-30,237.69000244140625,244.33999633789062,236.72999572753906,244.1300048828125,242.64639282226562,3261700
2020-01-31,241.99000549316406,242.88999938964844,236.8800048828125,237.75,236.30516052246094,3482800
2020-02-03,238.36000061035156,242.38999938964844,238.0500030517578,239.00999450683594,237.55751037597656,2733000
2020-02-04,242.8800048828125,243.74000549316406,241.5500030517578,241.94000244140625,240.46971130371094,3052500
2020-02-05,244.99000549316406,245.1300048828125,243.0,244.3000030517578,242.81536865234375,3126600
2020-02-06,245.35000610351562,245.77000427246094,241.17999267578125,241.82000732421875,240.35043334960938,2225600
2020-02-07,239.75,240.52000427246094,236.5500030517578,238.0,236.55364990234375,3006500
2020-02-10,237.39999389648438,237.8699951171875,235.4600067138672,237.36000061035156,235.91754150390625,2591300
2020-02-11,239.0,239.5500030517578,236.22000122070312,236.4600067138672,235.02301025390625,2238800
2020-02-12,238.00999450683594,241.17999267578125,237.72000122070312,238.64999389648438,237.19969177246094,2119200
2020-02-13,237.85000610351562,238.97000122070312,236.57000732421875,238.35000610351562,236.90151977539062,1461300
2020-02-14,237.94000244140625,239.00999450683594,236.22999572753906,237.0800018310547,235.6392364501953,1718700
2020-02-18,236.5500030517578,237.07000732421875,231.1999969482422,233.2100067138672,231.7927703857422,2736500
2020-02-19,235.0,237.8000030517578,233.27999877929688,237.3300018310547,235.88772583007812,2207100
2020-02-20,236.41000366210938,236.89999389648438,231.25,232.72999572753906,231.315673828125,3183700
2020-02-21,230.91000366210938,231.8000030517578,228.3699951171875,230.6199951171875,229.21849060058594,3081600
2020-02-24,223.22999572753906,226.69000244140625,222.5399932861328,224.5399932861328,223.17544555664062,4139400
2020-02-25,224.77999877929688,225.8699951171875,215.88999938964844,217.61000061035156,216.28756713867188,5343100
2020-02-26,218.6999969482422,220.0,214.75999450683594,215.77999877929688,214.4686737060547,4171100
2020-02-27,210.49000549316406,213.47999572753906,205.3699951171875,205.69000244140625,204.44000244140625,5848200
2020-02-28,199.08999633789062,202.25,194.85000610351562,200.77000427246094,200.77000427246094,6740700
2020-03-02,201.41000366210938,209.6199951171875,197.6300048828125,209.47000122070312,209.47000122070312,5285500
2020-03-03,209.0,211.7899932861328,202.1199951171875,203.42999267578125,203.42999267578125,5677200
2020-03-04,205.83999633789062,208.9199981689453,202.6999969482422,208.74000549316406,208.74000549316406,3520400
2020-03-05,201.3300018310547,203.47000122070312,196.9499969482422,198.7899932861328,198.7899932861328,4151500
2020-03-06,190.67999267578125,196.3000030517578,189.27999877929688,192.85000610351562,192.85000610351562,5071900
2020-03-09,173.5800018310547,179.25,170.16000366210938,172.80999755859375,172.80999755859375,6443000
2020-03-10,181.6199951171875,185.39999389648438,173.2899932861328,184.35000610351562,184.35000610351562,6803900
2020-03-11,178.47999572753906,180.77000427246094,170.97000122070312,171.88999938964844,171.88999938964844,5314000
2020-03-12,160.0,166.75,150.0,150.67999267578125,150.67999267578125,8357700
2020-03-13,162.82000732421875,177.55999755859375,152.35000610351562,177.1699981689453,177.1699981689453,6368400
2020-03-16,150.22999572753906,169.5399932861328,150.0,154.66000366210938,154.66000366210938,6888000
2020-03-17,157.0,166.74000549316406,150.0,158.6699981689453,158.6699981689453,6876300
2020-03-18,150.0,155.97000122070312,135.41000366210938,140.02000427246094,140.02000427246094,9543200
2020-03-19,137.3800048828125,152.49000549316406,130.85000610351562,149.49000549316406,149.49000549316406,6548200
2020-03-20,148.99000549316406,149.19000244140625,138.2899932861328,138.41000366210938,138.41000366210938,7561300
2020-03-23,136.02999877929688,141.94000244140625,133.25999450683594,134.97000122070312,134.97000122070312,5472600
2020-03-24,144.32000732421875,153.89999389648438,143.6300048828125,153.60000610351562,153.60000610351562,6647400
2020-03-25,154.60000610351562,162.2100067138672,145.32000732421875,155.1300048828125,155.1300048828125,8587800
2020-03-26,156.3699951171875,167.66000366210938,154.30999755859375,165.7899932861328,165.7899932861328,6762200
2020-03-27,159.0800018310547,163.72999572753906,157.0,158.33999633789062,158.33999633789062,4186700
2020-03-30,158.52000427246094,160.42999267578125,153.17999267578125,159.6199951171875,159.6199951171875,4152800
2020-03-31,158.1300048828125,161.10000610351562,153.72000122070312,154.58999633789062,154.58999633789062,3588200
