Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,48.20000076293945,48.40999984741211,47.63999938964844,48.27000045776367,47.96835708618164,2145600
2020-01-03,47.459999084472656,47.91999816894531,47.41999816894531,47.900001525878906,47.600669860839844,2127800
2020-01-06,47.2400016784668,47.630001068115234,47.0099983215332,47.529998779296875,47.23297882080078,3314500
2020-01-07,47.27000045776367,47.540000915527344,47.06999969482422,47.08000183105469,46.785797119140625,2025800
2020-01-08,47.22999954223633,47.93000030517578,47.119998931884766,47.459999084472656,47.16341781616211,2549100
2020-01-09,47.4900016784668,47.65999984741211,47.27000045776367,47.41999816894531,47.258094787597656,1598500
2020-01-10,47.439998626708984,47.849998474121094,47.119998931884766,47.279998779296875,47.11857223510742,1934800
2020-01-13,47.400001525878906,47.84000015258789,47.33000183105469,47.7599983215332,47.59693145751953,2597300
2020-01-14,47.72999954223633,47.79999923706055,47.34000015258789,47.560001373291016,47.39761734008789,1997300
2020-01-15,47.54999923706055,48.02000045776367,47.459999084472656,48.0099983215332,47.8460807800293,2700300
2020-01-16,48.2400016784668,48.90999984741211,48.209999084472656,48.900001525878906,48.7330436706543,3335900
2020-01-17,49.209999084472656,49.5,49.0,49.09000015258789,48.922393798828125,2353300
2020-01-21,48.88999938964844,49.43000030517578,48.88999938964844,49.31999969482422,49.151607513427734,2312000
2020-01-22,49.5,49.900001525878906,49.22999954223633,49.290000915527344,49.12171173095703,2018000
2020-01-23,49.029998779296875,49.560001373291016,48.84000015258789,49.40999984741211,49.241302490234375,2405600
2020-01-24,49.40999984741211,49.52000045776367,48.209999084472656,48.54999923706055,48.38423538208008,2835000
2020-01-27,47.72999954223633,48.560001373291016,47.25,47.959999084472656,47.79624938964844,2189400
2020-01-28,48.27000045776367,48.88999938964844,48.0099983215332,48.72999954223633,48.563621520996094,1767600
2020-01-29,49.0,49.08000183105469,47.970001220703125,48.0,47.83611297607422,1685100
2020-01-30,47.56999969482422,48.720001220703125,47.560001373291016,48.689998626708984,48.52375793457031,1978400
2020-01-31,48.52000045776367,48.56999969482422,47.290000915527344,47.52000045776367,47.35775375366211,2796500
2020-02-03,47.779998779296875,48.5099983215332,47.77000045776367,48.20000076293945,48.035430908203125,1872000
2020-02-04,49.0,49.16999816894531,48.689998626708984,49.09000015258789,48.922393798828125,1616000
2020-02-05,49.40999984741211,49.939998626708984,49.13999938964844,49.900001525878906,49.72962951660156,2087600
2020-02-06,50.0,50.060001373291016,49.439998626708984,49.529998779296875,49.36088943481445,2092700
2020-02-07,49.189998626708984,49.33000183105469,48.540000915527344,48.810001373291016,48.64335250854492,2470400
2020-02-10,48.619998931884766,49.65999984741211,48.619998931884766,49.650001525878906,49.48048400878906,3332600
2020-02-11,46.29999923706055,48.040000915527344,45.150001525878906,47.529998779296875,47.36771774291992,8008200
2020-02-12,47.900001525878906,48.02000045776367,46.70000076293945,47.060001373291016,46.89932632446289,2739700
2020-02-13,46.779998779296875,46.81999969482422,46.209999084472656,46.4900016784668,46.33127212524414,5014400
